District,Town,Village,SurveyNumber,Area_in_Cents,Area_in_Acres,SurveyType,OwnershipType,SoilType,IrrigationType,RegistrationDate,MarketValue_INR,IsDisputed,HasWaterSource,OwnerName,OwnerID,ValuePerCent,RegistrationYear
Pathanamthitta,Mallappally,Kaviyoor,SUR-PAT-MAL-KAV-7880,438.59,4.386,Vacant,Company,Laterite,Rain-fed,2005-10-26,2117493.79,False,False,Owner_1195,ID933021,4827.96,2005
Pathanamthitta,Mallappally,Kaviyoor,SUR-PAT-MAL-KAV-6187,57.47,0.575,Agricultural,Individual,Sandy,Canal,2002-06-18,4328553.74,True,True,Owner_4969,ID401216,75318.49,2002
Pathanamthitta,Mallappally,Kaviyoor,SUR-PAT-MAL-KAV-4200,320.22,3.202,Vacant,Joint,Sandy,Canal,2003-05-15,1662336.59,True,False,Owner_2898,ID247834,5191.23,2003
Pathanamthitta,Mallappally,Kaviyoor,SUR-PAT-MAL-KAV-6674,123.06,1.231,Industrial,Trust,Alluvial,Rain-fed,2018-08-09,1614315.61,True,True,Owner_6918,ID552109,13118.12,2018
Pathanamthitta,Mallappally,Kaviyoor,SUR-PAT-MAL-KAV-4495,32.09,0.321,Industrial,Government,Red,Canal,2011-11-22,2817527.7,True,False,Owner_1245,ID125513,87800.8,2011
Pathanamthitta,Mallappally,Kaviyoor,SUR-PAT-MAL-KAV-3243,340.88,3.409,Industrial,Company,Red,Canal,2016-02-02,4315416.62,False,False,Owner_7877,ID142867,12659.64,2016
Pathanamthitta,Mallappally,Kaviyoor,SUR-PAT-MAL-KAV-7464,238.63,2.386,Vacant,Joint,Clay,Well,2012-07-01,3839511.14,True,True,Owner_7962,ID309014,16089.81,2012
Pathanamthitta,Mallappally,Kaviyoor,SUR-PAT-MAL-KAV-1135,81.96,0.82,Residential,Joint,Red,Rain-fed,2018-03-24,1747266.06,True,True,Owner_1286,ID337377,21318.52,2018
Pathanamthitta,Mallappally,Kaviyoor,SUR-PAT-MAL-KAV-3492,140.67,1.407,Agricultural,Government,Sandy,Canal,2021-10-23,1122174.39,True,False,Owner_8655,ID508640,7977.35,2021
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-4262,72.96,0.73,Residential,Company,Red,River,2004-12-02,2578443.93,False,False,Owner_6933,ID790079,35340.51,2004
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-8739,158.61,1.586,Commercial,Government,Laterite,Canal,2003-11-15,3180737.85,False,False,Owner_7677,ID871657,20053.83,2003
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-9053,222.64,2.226,Vacant,Government,Alluvial,Well,2015-06-25,4575833.79,False,True,Owner_2772,ID794484,20552.61,2015
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-6549,337.88,3.379,Industrial,Individual,Red,Bore well,2024-11-29,4178061.72,True,True,Owner_2079,ID560649,12365.52,2024
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-8811,77.08,0.771,Commercial,Company,Clay,River,2021-07-02,1881631.95,True,False,Owner_6883,ID334105,24411.42,2021
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-6082,71.08,0.711,Industrial,Trust,Clay,Bore well,2022-02-01,2422189.26,True,True,Owner_6266,ID872804,34076.95,2022
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-2085,91.07,0.911,Vacant,Government,Black,Canal,2012-08-07,1557062.2,False,True,Owner_5072,ID475496,17097.42,2012
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-8783,31.59,0.316,Agricultural,Government,Laterite,Tank,2004-07-15,2413094.56,False,False,Owner_9139,ID683318,76387.93,2004
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-1850,272.66,2.727,Agricultural,Individual,Black,River,2014-06-02,3053061.37,True,False,Owner_1343,ID925699,11197.32,2014
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-5384,203.4,2.034,Industrial,Company,Laterite,Bore well,2020-12-16,1024493.61,True,False,Owner_7297,ID719074,5036.84,2020
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-8826,420.08,4.201,Vacant,Company,Sandy,Well,2011-05-16,487299.95,False,True,Owner_2570,ID174716,1160.02,2011
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-7753,481.17,4.812,Residential,Company,Red,Well,2012-06-14,4294864.09,True,True,Owner_2428,ID339076,8925.88,2012
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-3078,60.33,0.603,Industrial,Trust,Alluvial,Bore well,2013-04-14,1724483.64,False,True,Owner_6649,ID752449,28584.18,2013
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-2486,363.71,3.637,Industrial,Government,Sandy,Well,2005-01-31,1458624.38,True,True,Owner_4996,ID769548,4010.4,2005
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-8073,302.51,3.025,Residential,Individual,Sandy,Well,2002-05-20,1305566.96,False,False,Owner_8011,ID187924,4315.78,2002
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-9710,236.04,2.36,Agricultural,Government,Alluvial,Tank,2003-08-21,462076.62,False,True,Owner_5335,ID519284,1957.62,2003
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-4816,99.44,0.994,Industrial,Joint,Red,River,2020-11-20,3963949.23,False,False,Owner_1902,ID554329,39862.72,2020
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-6358,129.1,1.291,Industrial,Trust,Clay,Tank,2017-11-20,4244799.92,False,False,Owner_8965,ID845470,32879.94,2017
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-2133,431.33,4.313,Vacant,Government,Red,Canal,2024-06-21,1288738.44,True,True,Owner_2095,ID300492,2987.82,2024
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-3145,257.83,2.578,Vacant,Company,Laterite,Bore well,2000-02-11,4920736.83,False,True,Owner_8761,ID618256,19085.2,2000
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-5308,62.21,0.622,Residential,Joint,Black,Rain-fed,2014-04-29,2401131.44,False,True,Owner_2634,ID786464,38597.19,2014
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-6044,94.63,0.946,Agricultural,Government,Clay,Bore well,2017-03-15,4642631.83,True,False,Owner_6878,ID989613,49060.89,2017
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-6539,399.14,3.991,Commercial,Government,Clay,River,2019-05-12,4405393.66,True,True,Owner_9615,ID263370,11037.21,2019
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-3010,241.57,2.416,Vacant,Company,Black,River,2011-06-03,1718323.46,False,True,Owner_3667,ID504575,7113.15,2011
Pathanamthitta,Mallappally,Kozhencherry,SUR-PAT-MAL-KOZ-6554,72.29,0.723,Commercial,Joint,Sandy,Rain-fed,2015-05-13,4531599.47,False,False,Owner_3789,ID737639,62686.39,2015
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-3787,38.9,0.389,Commercial,Joint,Alluvial,Canal,2021-08-28,2095370.87,False,True,Owner_1028,ID864985,53865.58,2021
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-2928,226.71,2.267,Vacant,Individual,Alluvial,Canal,2010-05-06,243349.32,False,True,Owner_3458,ID845086,1073.39,2010
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-5251,398.42,3.984,Industrial,Individual,Sandy,Bore well,2009-03-11,4383340.38,True,False,Owner_4216,ID124514,11001.81,2009
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-9172,154.76,1.548,Vacant,Individual,Clay,River,2005-11-24,4289169.17,True,False,Owner_9318,ID211344,27714.97,2005
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-6183,459.54,4.595,Residential,Joint,Black,Rain-fed,2004-03-18,4943178.3,True,True,Owner_5488,ID534401,10756.8,2004
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-3594,199.36,1.994,Residential,Individual,Laterite,Tank,2005-05-27,2642848.97,False,True,Owner_2732,ID578102,13256.67,2005
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-3580,457.26,4.573,Commercial,Government,Black,Rain-fed,2013-07-31,1140009.3,True,False,Owner_1948,ID794642,2493.13,2013
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-2394,32.39,0.324,Industrial,Joint,Sandy,Tank,2018-10-08,4874791.01,True,True,Owner_1690,ID838019,150502.96,2018
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-5611,22.5,0.225,Agricultural,Company,Alluvial,Well,2019-10-31,2867400.48,True,True,Owner_1873,ID512866,127440.02,2019
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-9459,91.7,0.917,Residential,Company,Clay,Bore well,2009-06-01,4184922.87,False,True,Owner_9790,ID745737,45637.11,2009
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-9872,256.18,2.562,Vacant,Government,Black,Tank,2003-09-10,3552923.71,False,False,Owner_8156,ID249694,13868.86,2003
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-2812,281.62,2.816,Residential,Company,Alluvial,River,2024-06-04,3914875.92,False,False,Owner_9907,ID205041,13901.27,2024
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-3193,300.29,3.003,Vacant,Joint,Laterite,Tank,2011-01-22,2244342.71,True,False,Owner_6501,ID538328,7473.92,2011
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-4983,270.6,2.706,Vacant,Government,Laterite,River,2024-09-21,3342734.59,False,False,Owner_9570,ID167830,12353.05,2024
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-5767,316.0,3.16,Agricultural,Government,Black,River,2000-02-24,839076.65,False,False,Owner_5192,ID116353,2655.31,2000
Pathanamthitta,Mallappally,Ranni,SUR-PAT-MAL-RAN-1551,133.59,1.336,Residential,Trust,Red,Bore well,2006-03-24,2461890.2,True,True,Owner_6560,ID950902,18428.7,2006
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-7042,257.28,2.573,Agricultural,Individual,Clay,River,2005-05-05,2071784.74,False,False,Owner_2159,ID980920,8052.65,2005
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-4189,143.94,1.439,Commercial,Company,Clay,Bore well,2002-05-24,187613.23,True,True,Owner_4835,ID976413,1303.41,2002
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-4039,443.92,4.439,Agricultural,Individual,Red,Bore well,2012-08-29,1153518.26,True,True,Owner_8184,ID259942,2598.48,2012
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-2256,51.2,0.512,Residential,Trust,Black,Well,2001-11-09,3059069.81,True,True,Owner_3191,ID769860,59747.46,2001
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-4197,50.99,0.51,Vacant,Government,Sandy,Rain-fed,2013-09-19,826928.06,False,True,Owner_9912,ID114132,16217.46,2013
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-5871,72.36,0.724,Agricultural,Joint,Alluvial,Canal,2000-07-21,758993.97,False,True,Owner_9399,ID916496,10489.14,2000
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-3468,85.67,0.857,Commercial,Government,Alluvial,Bore well,2003-08-05,4031190.04,False,True,Owner_4607,ID436146,47054.86,2003
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-7365,318.43,3.184,Commercial,Company,Black,Canal,2007-07-18,679102.48,True,False,Owner_1639,ID572511,2132.66,2007
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-3424,296.23,2.962,Residential,Company,Black,River,2006-08-12,2932219.06,True,False,Owner_1105,ID555095,9898.45,2006
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-7266,107.13,1.071,Agricultural,Individual,Clay,Well,2017-06-09,1491010.99,False,False,Owner_1463,ID389211,13917.77,2017
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-9495,373.36,3.734,Vacant,Government,Black,Well,2020-06-07,3702060.22,False,True,Owner_3469,ID554841,9915.52,2020
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-6536,77.39,0.774,Agricultural,Trust,Sandy,Tank,2022-05-28,3874911.64,True,True,Owner_1385,ID274052,50069.93,2022
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-5872,158.1,1.581,Commercial,Trust,Alluvial,River,2002-05-19,2522299.52,False,True,Owner_6963,ID949324,15953.82,2002
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-5458,243.0,2.43,Vacant,Company,Clay,Rain-fed,2008-01-01,2394572.05,False,True,Owner_3613,ID931579,9854.21,2008
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-8000,476.86,4.769,Industrial,Trust,Laterite,River,2021-10-31,3164877.59,False,True,Owner_8719,ID860862,6636.91,2021
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-4174,288.38,2.884,Vacant,Company,Red,Rain-fed,2010-02-07,909283.13,False,True,Owner_8214,ID348626,3153.07,2010
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-6898,59.1,0.591,Industrial,Individual,Black,Rain-fed,2004-08-21,2743378.27,False,False,Owner_6846,ID354498,46419.26,2004
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-1085,86.96,0.87,Residential,Company,Laterite,Canal,2012-05-29,2619575.78,True,False,Owner_7444,ID646727,30123.92,2012
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-5772,51.63,0.516,Residential,Company,Laterite,River,2008-09-07,2776101.55,True,False,Owner_4698,ID573982,53769.16,2008
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-6114,56.69,0.567,Residential,Trust,Alluvial,Canal,2020-11-17,2241005.04,True,True,Owner_9163,ID422646,39530.87,2020
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-9203,52.44,0.524,Industrial,Joint,Clay,Well,2006-10-15,993154.29,False,True,Owner_8056,ID537574,18938.87,2006
Pathanamthitta,Mallappally,Seethathode,SUR-PAT-MAL-SEE-9552,386.85,3.869,Commercial,Government,Clay,Tank,2022-06-26,4888328.82,True,True,Owner_7876,ID600564,12636.24,2022
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-3288,399.71,3.997,Agricultural,Trust,Laterite,Bore well,2008-09-22,100269.56,True,True,Owner_3600,ID905354,250.86,2008
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-9095,248.4,2.484,Agricultural,Government,Laterite,River,2010-03-18,2084131.47,False,True,Owner_4608,ID939602,8390.22,2010
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-9550,444.14,4.441,Residential,Company,Red,Well,2003-11-30,510935.93,False,False,Owner_9224,ID720996,1150.39,2003
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-8718,65.96,0.66,Residential,Government,Laterite,Well,2016-03-06,2835116.5,False,False,Owner_6839,ID892890,42982.36,2016
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-4293,412.35,4.123,Vacant,Joint,Black,Well,2019-05-15,2477678.29,True,True,Owner_8800,ID886138,6008.68,2019
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-1785,406.99,4.07,Agricultural,Joint,Sandy,Well,2000-03-10,4259033.41,True,False,Owner_2986,ID933868,10464.71,2000
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-2859,217.91,2.179,Industrial,Trust,Red,Rain-fed,2024-04-04,262578.03,False,True,Owner_1028,ID907790,1204.98,2024
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-2703,283.71,2.837,Vacant,Joint,Clay,Tank,2000-04-27,349470.92,False,True,Owner_5797,ID883705,1231.79,2000
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-5518,93.3,0.933,Agricultural,Individual,Alluvial,Well,2016-04-08,2350281.95,True,True,Owner_1064,ID811578,25190.59,2016
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-6470,207.65,2.077,Residential,Government,Sandy,Tank,2006-08-21,2279484.61,True,True,Owner_5204,ID857535,10977.53,2006
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-7692,31.58,0.316,Agricultural,Joint,Black,Bore well,2001-01-26,4623370.07,True,True,Owner_8017,ID469422,146401.84,2001
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-4338,23.1,0.231,Commercial,Government,Black,Well,2019-06-23,1670939.59,True,False,Owner_7571,ID694223,72335.05,2019
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-7189,487.49,4.875,Vacant,Company,Black,Canal,2018-03-16,1628993.03,True,False,Owner_4877,ID491987,3341.59,2018
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-9303,324.54,3.245,Industrial,Company,Clay,Rain-fed,2024-04-11,1809276.55,False,True,Owner_2097,ID325211,5574.9,2024
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-7719,468.88,4.689,Vacant,Government,Sandy,Well,2013-11-09,4046010.58,True,False,Owner_2165,ID522660,8629.1,2013
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-4531,450.85,4.509,Residential,Trust,Sandy,Well,2005-07-26,4979556.02,True,False,Owner_8729,ID730770,11044.82,2005
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-4336,303.36,3.034,Commercial,Individual,Sandy,Canal,2001-07-07,910462.06,False,False,Owner_9818,ID284951,3001.26,2001
Pathanamthitta,Konni,Aruvappulam,SUR-PAT-KON-ARU-3085,313.75,3.138,Commercial,Individual,Sandy,Well,2015-05-04,798454.79,True,False,Owner_3700,ID100502,2544.88,2015
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-5163,291.55,2.916,Agricultural,Company,Sandy,River,2006-12-15,1484237.52,True,True,Owner_7731,ID996974,5090.85,2006
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-5309,334.94,3.349,Commercial,Joint,Laterite,Tank,2006-06-21,573448.11,True,True,Owner_2177,ID968987,1712.09,2006
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-3625,460.61,4.606,Commercial,Trust,Laterite,Tank,2015-11-26,1955365.13,True,True,Owner_1252,ID305089,4245.16,2015
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-5367,278.92,2.789,Residential,Individual,Sandy,Rain-fed,2006-11-12,4275746.92,False,False,Owner_7698,ID953699,15329.65,2006
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-7057,145.86,1.459,Agricultural,Company,Sandy,Well,2023-08-18,1133837.01,False,True,Owner_4464,ID743761,7773.46,2023
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-2686,97.04,0.97,Vacant,Government,Clay,Rain-fed,2005-02-04,4405832.39,False,True,Owner_6417,ID669645,45402.23,2005
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-6854,35.57,0.356,Industrial,Company,Sandy,Well,2020-04-10,2381107.51,True,False,Owner_8902,ID759339,66941.45,2020
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-5746,36.45,0.365,Commercial,Individual,Red,Canal,2021-03-25,4620368.58,True,True,Owner_7265,ID933312,126759.08,2021
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-8349,186.06,1.861,Commercial,Government,Sandy,Rain-fed,2002-04-06,3983751.22,True,False,Owner_6121,ID334920,21411.11,2002
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-2211,69.79,0.698,Residential,Individual,Laterite,Well,2007-09-26,363401.54,True,True,Owner_5563,ID992794,5207.07,2007
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-4475,430.46,4.305,Vacant,Joint,Sandy,Well,2015-09-23,4202826.63,True,False,Owner_8813,ID174756,9763.57,2015
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-7182,372.19,3.722,Agricultural,Government,Laterite,Well,2004-01-18,4339249.27,False,True,Owner_9113,ID999870,11658.69,2004
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-2738,230.78,2.308,Commercial,Individual,Sandy,Well,2008-03-24,806059.42,False,False,Owner_8597,ID417590,3492.76,2008
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-7268,471.74,4.717,Industrial,Individual,Alluvial,River,2023-08-02,1047571.48,False,True,Owner_4055,ID880549,2220.65,2023
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-5476,361.98,3.62,Residential,Trust,Alluvial,Rain-fed,2011-06-06,1337302.72,True,False,Owner_7217,ID723500,3694.41,2011
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-7535,97.94,0.979,Residential,Company,Red,Rain-fed,2002-07-28,3620661.29,True,True,Owner_4846,ID422593,36968.16,2002
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-2724,323.22,3.232,Residential,Company,Clay,Tank,2000-06-07,3251081.22,True,True,Owner_7020,ID923565,10058.42,2000
Pathanamthitta,Konni,Naranganam,SUR-PAT-KON-NAR-6098,117.87,1.179,Residential,Individual,Red,Canal,2002-11-21,1684521.43,False,True,Owner_3324,ID761054,14291.35,2002
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-1880,45.22,0.452,Commercial,Joint,Alluvial,Well,2020-08-18,857892.3,True,False,Owner_2908,ID804900,18971.52,2020
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-4351,498.4,4.984,Agricultural,Trust,Black,River,2007-12-09,1974289.98,True,False,Owner_8764,ID251665,3961.26,2007
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-3792,425.85,4.259,Commercial,Company,Clay,River,2010-02-06,4152526.9,False,True,Owner_2115,ID966489,9751.15,2010
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-4211,306.79,3.068,Vacant,Joint,Black,Rain-fed,2007-03-14,3248595.12,False,True,Owner_4447,ID206314,10588.99,2007
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-5226,333.33,3.333,Industrial,Individual,Clay,Bore well,2014-01-18,566265.64,False,False,Owner_2725,ID698989,1698.81,2014
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-1080,279.6,2.796,Industrial,Company,Laterite,Rain-fed,2013-07-03,2606988.18,True,True,Owner_4190,ID168521,9323.99,2013
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-4752,208.32,2.083,Commercial,Individual,Laterite,Bore well,2013-05-10,2434407.46,True,False,Owner_5589,ID903014,11685.9,2013
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-3940,125.84,1.258,Commercial,Trust,Alluvial,Well,2007-03-12,4415378.75,True,True,Owner_2922,ID750431,35087.24,2007
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-9104,395.42,3.954,Vacant,Company,Alluvial,Canal,2023-05-13,2088532.31,True,True,Owner_7177,ID853382,5281.81,2023
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-9147,131.85,1.319,Commercial,Government,Clay,Well,2007-11-26,3743860.53,True,False,Owner_8081,ID715038,28394.85,2007
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-7460,62.72,0.627,Residential,Government,Alluvial,Rain-fed,2021-03-29,2596667.7,True,True,Owner_6002,ID679050,41400.95,2021
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-3529,58.91,0.589,Industrial,Individual,Black,River,2011-07-08,1057140.69,True,True,Owner_6334,ID362833,17945.01,2011
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-3527,347.8,3.478,Residential,Joint,Clay,River,2003-05-19,2502189.87,True,False,Owner_5097,ID311290,7194.34,2003
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-5674,196.33,1.963,Commercial,Individual,Alluvial,Tank,2015-08-31,4539722.92,False,True,Owner_7824,ID148701,23122.92,2015
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-6199,278.86,2.789,Commercial,Joint,Black,Canal,2015-11-23,4458205.46,False,True,Owner_6325,ID197049,15987.25,2015
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-1678,255.93,2.559,Industrial,Trust,Clay,River,2010-09-05,1235251.16,True,False,Owner_2003,ID964077,4826.52,2010
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-6829,242.04,2.42,Commercial,Joint,Red,Tank,2014-10-09,1872918.98,False,False,Owner_3215,ID930509,7738.06,2014
Pathanamthitta,Konni,Pramadom,SUR-PAT-KON-PRA-1947,187.23,1.872,Residential,Company,Laterite,Tank,2010-01-20,4213398.93,False,False,Owner_2536,ID340308,22503.87,2010
Pathanamthitta,Konni,Vechoochira,SUR-PAT-KON-VEC-5787,146.88,1.469,Vacant,Individual,Sandy,River,2012-08-26,3909165.85,False,False,Owner_9890,ID818709,26614.69,2012
Pathanamthitta,Konni,Vechoochira,SUR-PAT-KON-VEC-4279,477.63,4.776,Vacant,Government,Red,Canal,2002-04-19,3475219.8,True,True,Owner_1016,ID494526,7275.97,2002
Pathanamthitta,Konni,Vechoochira,SUR-PAT-KON-VEC-9629,92.4,0.924,Agricultural,Company,Alluvial,River,2012-12-03,4594453.72,False,False,Owner_3349,ID705255,49723.53,2012
Pathanamthitta,Konni,Vechoochira,SUR-PAT-KON-VEC-3956,423.69,4.237,Residential,Company,Clay,Canal,2000-09-25,2950007.28,False,True,Owner_8475,ID977551,6962.65,2000
Pathanamthitta,Konni,Vechoochira,SUR-PAT-KON-VEC-3052,458.21,4.582,Agricultural,Trust,Black,Bore well,2008-01-01,541598.75,False,True,Owner_7612,ID603549,1181.99,2008
Pathanamthitta,Konni,Vechoochira,SUR-PAT-KON-VEC-9674,390.96,3.91,Vacant,Trust,Clay,Canal,2012-04-24,383234.93,False,False,Owner_5334,ID735085,980.24,2012
Pathanamthitta,Konni,Vechoochira,SUR-PAT-KON-VEC-2509,206.77,2.068,Industrial,Individual,Red,Bore well,2001-04-03,4129431.06,False,True,Owner_5010,ID756101,19971.13,2001
Pathanamthitta,Konni,Vechoochira,SUR-PAT-KON-VEC-2274,160.38,1.604,Agricultural,Trust,Alluvial,Tank,2019-08-11,3662175.42,False,False,Owner_1105,ID761516,22834.36,2019
Pathanamthitta,Konni,Vechoochira,SUR-PAT-KON-VEC-2364,319.1,3.191,Industrial,Company,Red,Canal,2020-05-15,2864127.82,True,False,Owner_6108,ID481496,8975.64,2020
Pathanamthitta,Konni,Vechoochira,SUR-PAT-KON-VEC-4047,489.85,4.899,Industrial,Trust,Black,Canal,2021-12-25,2349307.43,True,True,Owner_7199,ID763087,4795.97,2021
Pathanamthitta,Konni,Vechoochira,SUR-PAT-KON-VEC-2416,437.98,4.38,Agricultural,Individual,Laterite,Rain-fed,2013-06-07,2325581.36,False,True,Owner_6214,ID164817,5309.79,2013
